,cluster_id,launch_date
736,ID_2471,2006-01-01
737,ID_2472,2006-06-01
738,ID_2473,2009-02-28
739,ID_2474,2012-06-01
740,ID_2475,2009-04-29
741,ID_2476,2007-02-01
742,ID_2477,2007-07-01
743,ID_2478,2013-03-01
744,ID_2479,1997-11-01
745,ID_2480,2012-12-01
746,ID_2481,2013-10-01
747,ID_2482,2013-05-01
748,ID_2483,2011-11-01
749,ID_2484,2014-01-01
750,ID_2485,2013-12-01
751,ID_2486,1999-04-01
752,ID_2488,2015-02-01
753,ID_2489,2015-11-01
754,ID_2490,2014-07-01
755,ID_2492,2015-01-01
756,ID_2494,2016-05-01
757,ID_2496,2017-03-01
758,ID_2498,2015-08-01
759,ID_25,2012-01-01
760,ID_2500,2009-02-01
761,ID_2501,2011-06-01
762,ID_2502,2015-08-01
763,ID_251,2004-01-01
764,ID_253,2008-12-29
765,ID_2532,1964-04-01
766,ID_2533,1999-09-01
767,ID_2537,1998-07-01
768,ID_2538,1965-06-01
769,ID_254,2001-12-01
770,ID_2542,2001-10-01
771,ID_2543,1998-05-01
772,ID_2544,2004-06-01
773,ID_2545,1985-06-01
774,ID_2547,2005-08-01
775,ID_2548,1985-04-01
776,ID_2549,1999-08-01
777,ID_255,2005-08-01
778,ID_2550,2003-06-01
779,ID_2551,2007-06-01
780,ID_2552,2007-09-01
781,ID_2554,2007-12-01
782,ID_2555,2007-12-01
783,ID_2556,2009-10-01
784,ID_2557,2009-05-01
785,ID_2558,2011-01-01
786,ID_2559,1998-04-01
787,ID_256,2009-02-28
788,ID_2560,2008-06-01
789,ID_2561,2009-11-01
790,ID_2562,2015-02-01
791,ID_2563,2012-05-01
792,ID_2564,2013-10-01
793,ID_2565,2014-01-01
794,ID_2567,2011-10-01
795,ID_2568,2016-01-01
796,ID_2569,2016-01-01
797,ID_257,1995-02-01
798,ID_2570,2015-06-01
799,ID_2571,2005-10-01
800,ID_2574,2015-12-01
801,ID_2576,2015-09-01
802,ID_2578,2008-06-01
803,ID_2579,2010-09-01
804,ID_2580,2015-10-01
805,ID_259,2001-03-01
806,ID_2595,2017-01-01
807,ID_2596,2006-03-01
808,ID_260,2001-12-01
809,ID_2613,1997-02-01
810,ID_2616,1998-09-01
811,ID_2617,1998-06-01
812,ID_2618,1998-10-01
813,ID_262,2004-12-01
814,ID_2622,1998-11-01
815,ID_2623,2001-08-01
816,ID_2624,1998-10-01
817,ID_2625,2003-10-01
818,ID_263,2003-03-01
819,ID_2630,2006-10-01
820,ID_2631,2008-07-01
821,ID_2632,2008-01-01
822,ID_2635,2009-02-01
823,ID_2636,2009-12-01
824,ID_2637,2009-08-01
825,ID_2638,2012-12-01
826,ID_2639,2011-02-01
827,ID_2640,1998-08-01
828,ID_2641,2013-07-01
829,ID_2642,2014-04-01
830,ID_2643,2012-06-01
831,ID_2645,2015-11-01
832,ID_2646,2014-11-01
833,ID_2648,2017-04-01
834,ID_265,2000-12-01
835,ID_2650,2016-11-01
836,ID_2652,2007-11-01
837,ID_2653,2012-02-01
838,ID_2654,2015-10-01
839,ID_2671,2015-04-01
840,ID_2672,2007-11-01
841,ID_2673,2008-06-01
842,ID_2674,2006-04-01
843,ID_268,2012-09-01
844,ID_269,2010-01-01
845,ID_2696,1991-05-01
846,ID_2697,2000-08-01
847,ID_2698,2002-06-01
848,ID_2699,2005-10-01
849,ID_27,2011-09-01
850,ID_270,2000-01-01
851,ID_2702,2005-11-01
852,ID_2704,2002-11-01
853,ID_2705,2002-10-01
854,ID_2706,2005-12-01
855,ID_2707,2009-02-01
856,ID_2710,2008-08-01
857,ID_2711,2009-01-01
858,ID_2712,2011-01-01
859,ID_2713,2009-06-01
860,ID_2714,2011-06-01
861,ID_2715,2000-01-01
862,ID_2717,2015-06-01
863,ID_2718,2013-09-01
864,ID_2719,2014-05-01
865,ID_272,2011-10-01
866,ID_2720,2014-01-01
867,ID_2722,2013-04-01
868,ID_2723,2015-11-01
869,ID_2724,2016-07-01
870,ID_2725,2016-02-01
871,ID_2726,2006-02-01
872,ID_2728,2006-12-01
873,ID_273,2011-12-01
874,ID_2730,2016-01-01
875,ID_2732,2015-08-01
876,ID_2734,2008-07-01
877,ID_2735,2010-07-01
878,ID_2736,2015-05-01
879,ID_2739,2005-08-01
880,ID_274,2002-01-01
881,ID_2740,2010-05-01
882,ID_2742,2006-12-01
883,ID_2743,2013-04-01
884,ID_2744,2002-05-01
885,ID_2745,2012-12-01
886,ID_2746,2006-08-01
887,ID_2747,2015-10-01
888,ID_2748,2003-06-01
889,ID_275,2014-03-01
890,ID_276,2015-05-01
891,ID_2768,2002-06-01
892,ID_277,2017-04-01
893,ID_2770,1998-04-01
894,ID_2771,1998-07-01
895,ID_2772,1999-09-01
896,ID_2773,2008-12-29
897,ID_2776,1998-10-01
898,ID_2777,2001-07-01
899,ID_2778,1998-08-01
900,ID_2779,2004-01-01
901,ID_278,2016-09-01
902,ID_2782,2007-01-01
903,ID_2784,2002-01-01
904,ID_2785,2004-12-01
905,ID_2786,2008-02-01
906,ID_2787,2009-11-01
907,ID_2788,2006-07-01
908,ID_2789,1996-03-01
909,ID_279,2016-08-01
910,ID_2791,2009-05-01
911,ID_2792,2009-07-01
912,ID_2793,2011-08-01
913,ID_2794,2007-10-01
914,ID_2795,2011-02-01
915,ID_2796,2012-12-01
916,ID_2797,2011-10-01
917,ID_2798,2008-08-01
918,ID_280,2016-08-01
919,ID_2800,2015-08-01
920,ID_2801,2012-06-01
921,ID_2804,2016-06-01
922,ID_2805,2016-11-01
923,ID_2806,2006-10-01
924,ID_2811,2008-08-01
925,ID_2812,2012-09-01
926,ID_2813,2015-07-01
927,ID_282,2016-02-01
928,ID_2825,2008-02-01
929,ID_2826,2009-06-01
930,ID_284,2012-01-01
931,ID_2845,1997-12-01
932,ID_2846,2009-02-28
933,ID_2848,1998-11-01
934,ID_2849,1999-05-01
935,ID_2850,2000-06-01
936,ID_2854,2000-09-01
937,ID_2855,2002-01-01
938,ID_2856,1999-07-01
939,ID_2857,2004-06-01
940,ID_2858,2001-10-01
941,ID_2863,2006-03-01
942,ID_2864,2008-05-01
943,ID_2865,2010-09-01
944,ID_2867,2010-02-01
945,ID_2868,2011-12-01
946,ID_2869,2015-05-01
947,ID_287,2002-04-01
948,ID_2870,2011-10-01
949,ID_2872,2013-03-01
950,ID_2873,1999-02-01
951,ID_2874,2013-03-01
952,ID_2875,2016-02-01
953,ID_2876,2015-10-01
954,ID_2878,2015-11-01
955,ID_2879,2014-12-01
956,ID_2881,2016-06-01
957,ID_2883,2016-02-01
958,ID_2885,2008-12-01
959,ID_2886,2011-01-01
960,ID_2887,2016-02-01
961,ID_2893,2017-01-01
962,ID_290,1998-11-01
963,ID_2901,2016-08-01
964,ID_2902,2007-05-01
965,ID_2903,2007-12-01
966,ID_2904,2006-10-01
967,ID_291,1999-06-01
968,ID_2918,2008-09-29
969,ID_2919,2003-11-01
970,ID_292,1999-04-01
971,ID_2920,2012-01-01
972,ID_2922,1998-06-01
973,ID_2923,1999-12-01
974,ID_2924,2001-06-01
975,ID_2928,2000-03-01
976,ID_2929,2002-05-01
977,ID_2930,2000-11-01
978,ID_2931,2004-04-01
979,ID_2935,2000-01-01
980,ID_2936,2008-10-01
981,ID_2937,2008-12-01
982,ID_2938,2011-02-01
983,ID_2939,1996-05-01
984,ID_294,1992-04-01
985,ID_2941,2009-04-01
986,ID_2942,2012-02-01
987,ID_2943,2012-01-01
988,ID_2944,2011-01-01
989,ID_2945,2012-09-01
990,ID_2946,2011-12-01
991,ID_2947,2000-10-01
992,ID_2948,2015-07-01
993,ID_2949,2014-03-01
994,ID_2950,2014-07-01
995,ID_2951,2014-11-01
996,ID_2954,2016-02-01
997,ID_2955,2014-10-01
998,ID_2959,2007-03-01
999,ID_296,2000-10-01
1000,ID_2960,2011-07-01
1001,ID_2961,2016-04-01
1002,ID_297,2002-08-01
1003,ID_2978,2015-10-01
1004,ID_2979,2007-04-01
1005,ID_298,1999-01-01
1006,ID_2980,2009-09-01
1007,ID_2981,2007-10-01
1008,ID_299,2005-10-01
1009,ID_2999,2008-09-29
1010,ID_3,2004-08-01
1011,ID_3000,2000-04-01
1012,ID_3005,2004-04-01
1013,ID_3009,1998-10-01
1014,ID_3010,2001-09-01
1015,ID_3011,2004-05-01
1016,ID_3014,2005-12-01
1017,ID_3017,2014-12-01
1018,ID_3018,2007-06-01
1019,ID_3019,2007-11-01
1020,ID_302,2005-10-01
1021,ID_3022,2008-03-01
1022,ID_3023,2008-05-01
1023,ID_3024,2010-06-01
1024,ID_3025,2010-01-01
1025,ID_3026,2011-01-01
1026,ID_3027,1998-01-01
1027,ID_3028,2009-04-01
1028,ID_3029,2009-09-01
1029,ID_3030,2015-01-01
1030,ID_3031,2012-11-01
1031,ID_3032,2013-12-01
1032,ID_3033,2014-01-01
1033,ID_3036,2016-07-01
1034,ID_3037,2015-11-01
1035,ID_3038,2015-09-01
1036,ID_3039,2005-12-01
1037,ID_3043,2008-08-01
1038,ID_3044,2010-08-01
1039,ID_3045,2015-06-01
1040,ID_305,2001-12-01
1041,ID_306,2005-07-01
1042,ID_3060,2017-01-01
1043,ID_3062,2007-02-01
1044,ID_3063,2006-11-01
1045,ID_3064,2013-11-01
1046,ID_307,2007-07-01
1047,ID_308,2009-03-01
1048,ID_3085,2000-06-01
1049,ID_3087,1997-02-01
1050,ID_3088,1998-02-01
1051,ID_3090,1998-08-01
1052,ID_3092,1998-10-01
1053,ID_3093,2001-09-01
1054,ID_3094,2004-03-01
1055,ID_3098,1999-04-01
1056,ID_3099,2009-12-01
1057,ID_31,2014-01-01
1058,ID_3100,2007-03-01
1059,ID_3101,2006-05-01
1060,ID_3102,1994-03-01
1061,ID_3104,2007-09-01
1062,ID_3105,2002-06-01
1063,ID_3106,2012-01-01
1064,ID_3107,2010-08-01
1065,ID_3108,2009-08-01
1066,ID_3109,2000-05-01
1067,ID_311,2008-10-01
1068,ID_3110,2009-07-01
1069,ID_3111,2009-05-01
1070,ID_3112,2015-01-01
1071,ID_3113,2016-01-01
1072,ID_3114,2015-03-01
1073,ID_3115,2014-05-01
1074,ID_3117,2017-03-01
1075,ID_3118,2015-02-01
1076,ID_3119,2015-06-01
1077,ID_312,2009-05-01
1078,ID_3120,2015-06-01
1079,ID_3121,2007-05-01
1080,ID_3122,2010-03-01
1081,ID_3123,2015-06-01
1082,ID_3126,2003-09-01
1083,ID_3128,2012-05-01
1084,ID_3129,2017-01-01
1085,ID_313,2011-06-01
1086,ID_3130,2013-03-01
1087,ID_3131,2005-10-01
1088,ID_3132,2008-12-01
1089,ID_3136,2001-02-01
1090,ID_3139,2017-01-01
1091,ID_314,2010-01-01
1092,ID_3140,2003-07-01
1093,ID_3141,2017-01-01
1094,ID_315,2011-10-01
1095,ID_316,2010-05-01
1096,ID_3161,2009-02-28
1097,ID_3163,2008-10-29
1098,ID_3164,2009-05-29
1099,ID_3166,1997-09-01
1100,ID_3167,1997-12-01
1101,ID_3168,1998-08-01
1102,ID_3169,2009-06-29
1103,ID_317,1999-04-01
1104,ID_3170,1993-01-01
1105,ID_3172,1993-05-01
1106,ID_3173,2000-03-01
1107,ID_3174,2002-03-01
1108,ID_3175,2005-12-01
1109,ID_3176,2003-01-01
1110,ID_318,2012-06-01
1111,ID_3181,2005-05-01
1112,ID_3182,2008-10-01
1113,ID_3183,2010-12-01
1114,ID_3184,2006-12-01
1115,ID_3187,2008-07-01
1116,ID_3188,2012-10-01
1117,ID_3189,2012-11-01
1118,ID_319,2015-08-01
1119,ID_3190,2009-02-01
1120,ID_3191,2012-04-01
1121,ID_3192,2012-10-01
1122,ID_3193,2017-03-01
1123,ID_3194,2016-02-01
1124,ID_3196,2014-08-01
1125,ID_32,2014-08-01
1126,ID_320,2013-11-01
1127,ID_3201,2010-07-01
1128,ID_3202,2015-10-01
1129,ID_3204,2008-10-29
1130,ID_3207,2017-01-01
1131,ID_321,2014-09-01
1132,ID_3211,2003-08-01
1133,ID_3212,2013-01-01
1134,ID_3214,2003-07-01
1135,ID_3215,2017-02-01
1136,ID_3218,2014-06-01
1137,ID_322,2014-01-01
1138,ID_3221,2008-12-29
1139,ID_324,2016-03-01
1140,ID_325,2016-06-01
1141,ID_326,2016-09-01
1142,ID_327,2006-07-01
1143,ID_329,2007-10-01
1144,ID_33,2013-08-01
1145,ID_330,2017-01-01
1146,ID_332,2015-05-01
1147,ID_334,2009-03-01
1148,ID_335,2011-03-01
1149,ID_336,2015-05-01
1150,ID_35,2016-05-01
1151,ID_355,2007-10-01
1152,ID_36,2015-06-01
1153,ID_378,1997-05-01
1154,ID_379,1998-04-01
1155,ID_38,2017-03-01
1156,ID_380,1998-09-01
1157,ID_384,1998-06-01
1158,ID_385,2001-09-01
1159,ID_387,2000-07-01
1160,ID_388,2004-03-01
1161,ID_389,2001-02-01
1162,ID_39,2016-07-01
1163,ID_390,1998-06-01
1164,ID_392,1998-10-01
1165,ID_393,1999-06-01
1166,ID_394,2001-08-01
1167,ID_395,2007-02-01
1168,ID_396,2004-02-01
1169,ID_397,2006-07-01
1170,ID_399,2009-01-01
1171,ID_400,2011-06-01
1172,ID_401,2010-01-01
1173,ID_402,2011-06-01
1174,ID_403,2008-07-01
1175,ID_405,2010-08-01
1176,ID_406,2015-05-01
1177,ID_407,2016-07-01
1178,ID_408,2016-02-01
1179,ID_41,2015-10-01
1180,ID_414,2008-01-01
1181,ID_415,2011-02-01
1182,ID_416,2016-04-01
1183,ID_43,2007-06-01
1184,ID_431,2009-05-29
1185,ID_432,2007-10-01
1186,ID_433,2008-06-01
1187,ID_434,2016-07-01
1188,ID_435,2005-10-01
1189,ID_44,2012-11-01
1190,ID_45,2015-10-01
1191,ID_454,2002-06-01
1192,ID_457,1997-09-01
1193,ID_458,1998-01-01
1194,ID_459,2000-07-01
1195,ID_462,2000-10-01
1196,ID_463,2001-10-01
1197,ID_465,2004-11-01
1198,ID_466,2001-03-01
1199,ID_469,2005-02-01
1200,ID_472,1998-12-01
1201,ID_473,2006-06-01
1202,ID_475,2008-11-01
1203,ID_476,2012-03-01
1204,ID_477,2010-04-01
1205,ID_478,2011-08-01
1206,ID_481,2010-08-01
1207,ID_482,2015-04-01
1208,ID_483,2012-10-01
1209,ID_484,2014-02-01
1210,ID_485,2012-07-01
1211,ID_487,2016-04-01
1212,ID_488,2015-11-01
1213,ID_489,2015-04-01
1214,ID_490,2005-07-01
1215,ID_492,2016-03-01
1216,ID_495,2009-09-01
1217,ID_496,2010-08-01
1218,ID_497,2015-09-01
1219,ID_5,1998-09-01
1220,ID_520,2007-05-01
1221,ID_521,2013-10-01
1222,ID_546,1991-11-01
1223,ID_548,1998-02-01
1224,ID_549,2001-02-01
1225,ID_550,1997-09-01
1226,ID_551,2002-11-01
1227,ID_552,2001-04-01
1228,ID_555,2006-11-01
1229,ID_558,2000-11-01
1230,ID_559,2005-10-01
1231,ID_560,2007-06-01
1232,ID_562,2007-12-01
1233,ID_563,2010-07-01
1234,ID_564,2010-08-01
1235,ID_565,2010-03-01
1236,ID_566,2010-10-01
1237,ID_567,2009-06-01
1238,ID_568,1997-11-01
1239,ID_569,2009-04-01
1240,ID_570,2014-12-01
1241,ID_571,2013-09-01
1242,ID_572,2014-04-01
1243,ID_573,2014-01-01
1244,ID_575,2011-12-01
1245,ID_576,2016-11-01
1246,ID_577,2015-06-01
1247,ID_578,2015-01-01
1248,ID_579,2006-07-01
1249,ID_584,2007-04-01
1250,ID_585,2010-12-01
1251,ID_586,2015-07-01
1252,ID_590,2008-03-01
1253,ID_592,2011-02-01
1254,ID_593,2004-05-01
1255,ID_594,2017-04-01
1256,ID_595,2009-01-01
1257,ID_598,2009-09-01
1258,ID_599,2015-02-01
1259,ID_60,2008-04-01
1260,ID_601,2017-04-01
1261,ID_605,1996-12-01
1262,ID_606,2002-07-01
1263,ID_607,2005-09-01
1264,ID_608,2008-10-01
1265,ID_609,2007-01-01
1266,ID_61,2008-07-01
1267,ID_610,2013-11-01
1268,ID_62,2015-10-01
1269,ID_628,1997-01-01
1270,ID_629,2009-05-29
1271,ID_63,1996-11-01
1272,ID_630,2000-03-01
1273,ID_631,2009-05-29
1274,ID_633,2000-08-01
1275,ID_634,2005-02-01
1276,ID_636,2004-07-01
1277,ID_637,2001-05-01
1278,ID_64,2005-11-01
1279,ID_641,2000-09-01
1280,ID_642,2006-04-01
1281,ID_643,2007-06-01
1282,ID_644,2011-10-01
1283,ID_645,2012-01-01
1284,ID_646,2011-02-01
1285,ID_647,2011-11-01
1286,ID_649,2014-06-01
1287,ID_65,2006-09-01
1288,ID_650,2014-01-01
1289,ID_651,2013-06-01
1290,ID_654,2016-06-01
1291,ID_655,2015-06-01
1292,ID_659,2008-09-01
1293,ID_660,2011-04-01
1294,ID_661,2016-06-01
1295,ID_675,2015-06-01
1296,ID_676,1998-02-01
1297,ID_677,2007-07-01
1298,ID_678,2009-01-01
1299,ID_679,2015-09-01
1300,ID_680,2012-01-01
1301,ID_698,2008-12-29
1302,ID_699,1994-06-01
1303,ID_700,2003-08-01
1304,ID_701,1999-07-01
1305,ID_702,2002-02-01
1306,ID_703,2005-04-01
1307,ID_704,2009-05-29
1308,ID_705,2008-12-29
1309,ID_706,2009-06-29
1310,ID_708,2004-03-01
1311,ID_709,2002-06-01
1312,ID_710,2001-02-01
1313,ID_711,2003-11-01
1314,ID_712,2009-02-01
1315,ID_713,1994-08-01
1316,ID_715,1995-05-01
1317,ID_716,2003-12-01
1318,ID_717,2010-01-01
1319,ID_718,2011-05-01
1320,ID_719,2011-02-01
1321,ID_722,2010-10-01
1322,ID_723,2016-02-01
1323,ID_724,2012-12-01
1324,ID_725,2011-10-01
1325,ID_726,2009-08-01
1326,ID_733,2011-10-01
1327,ID_749,1999-08-01
1328,ID_756,2003-06-01
1329,ID_757,2000-12-01
1330,ID_762,2005-03-01
1331,ID_763,2009-08-01
1332,ID_764,2009-03-01
1333,ID_765,2009-07-01
1334,ID_766,2011-02-01
1335,ID_767,2008-03-01
1336,ID_768,2011-02-01
1337,ID_771,2015-02-01
1338,ID_772,2013-10-01
1339,ID_773,2014-05-01
1340,ID_774,2013-06-01
1341,ID_776,2017-03-01
1342,ID_777,2007-12-01
1343,ID_778,2009-11-01
1344,ID_779,2011-11-01
1345,ID_780,2016-02-01
1346,ID_789,2015-10-01
1347,ID_790,1997-04-01
1348,ID_791,2007-08-01
1349,ID_792,2006-03-01
1350,ID_798,2008-10-29
1351,ID_8,1999-04-01
1352,ID_802,1999-08-01
1353,ID_803,2002-05-01
1354,ID_804,1999-05-01
1355,ID_805,2006-04-01
1356,ID_808,2006-12-01
1357,ID_811,2000-12-01
1358,ID_812,2007-06-01
1359,ID_813,2009-03-01
1360,ID_814,2001-12-01
1361,ID_816,2008-01-01
1362,ID_817,2008-11-01
1363,ID_818,2010-10-01
1364,ID_819,2007-06-01
1365,ID_820,2009-09-01
1366,ID_821,2012-07-01
1367,ID_822,1999-08-01
1368,ID_823,2010-08-01
1369,ID_824,2015-05-01
1370,ID_825,2013-06-01
1371,ID_826,2014-01-01
1372,ID_827,2014-01-01
1373,ID_829,2011-10-01
1374,ID_83,2009-02-28
1375,ID_830,2017-03-01
1376,ID_831,2016-05-01
1377,ID_832,2016-04-01
1378,ID_833,2007-01-01
1379,ID_835,2007-01-01
1380,ID_837,2015-05-01
1381,ID_839,2009-03-01
1382,ID_84,1993-04-01
1383,ID_840,2011-04-01
1384,ID_841,2015-05-01
1385,ID_855,2017-03-01
1386,ID_856,2007-08-01
1387,ID_86,1997-03-01
1388,ID_87,1999-05-01
1389,ID_877,2000-07-01
1390,ID_879,1996-08-01
1391,ID_880,1997-02-01
1392,ID_881,1997-06-01
1393,ID_883,1992-07-01
1394,ID_886,2001-09-01
1395,ID_887,1998-05-01
1396,ID_889,2004-07-01
1397,ID_890,1983-03-01
1398,ID_891,1990-12-01
1399,ID_892,2005-11-01
1400,ID_893,1983-07-01
1401,ID_894,1997-09-01
1402,ID_895,1996-11-01
1403,ID_896,2004-05-01
1404,ID_897,2007-06-01
1405,ID_898,2007-09-01
1406,ID_9,2001-08-01
1407,ID_90,1998-11-01
1408,ID_901,2007-12-01
1409,ID_902,2008-08-01
1410,ID_903,2010-03-01
1411,ID_904,2009-11-01
1412,ID_905,2010-12-01
1413,ID_906,2009-11-01
1414,ID_907,1998-05-01
1415,ID_908,2008-08-01
1416,ID_909,2009-12-01
1417,ID_91,2002-04-01
1418,ID_910,2015-05-01
1419,ID_911,2012-08-01
1420,ID_912,2013-10-01
1421,ID_913,2012-09-01
1422,ID_915,2011-10-01
1423,ID_916,2016-01-01
1424,ID_917,2015-12-01
1425,ID_918,2015-07-01
1426,ID_919,2005-10-01
1427,ID_923,2008-03-01
1428,ID_924,2010-08-01
1429,ID_925,2015-06-01
1430,ID_93,2004-04-01
1431,ID_944,2008-01-01
1432,ID_945,1996-06-01
1433,ID_946,1997-11-01
1434,ID_947,2007-03-01
1435,ID_948,2007-06-01
1436,ID_949,2008-04-01
1437,ID_950,2007-01-01
1438,ID_951,2007-01-01
1439,ID_952,2013-11-01
1440,ID_96,2005-09-01
1441,ID_971,1990-08-01
1442,ID_973,1997-02-01
1443,ID_974,1997-01-01
1444,ID_975,1965-09-01
1445,ID_977,1999-03-01
1446,ID_978,2001-08-01
1447,ID_979,2004-07-01
1448,ID_982,2006-05-01
1449,ID_985,1999-05-01
1450,ID_986,2003-12-01
1451,ID_987,2006-12-01
1452,ID_988,2008-05-01
1453,ID_99,2000-02-01
1454,ID_990,2008-07-01
1455,ID_991,2008-03-01
1456,ID_992,2010-04-01
1457,ID_993,2009-08-01
1458,ID_994,2010-12-01
1459,ID_995,1998-01-01
1460,ID_996,2010-07-01
1461,ID_997,2015-03-01
1462,ID_998,2012-08-01
1463,ID_999,2013-09-01
